dataset,kir,seed,comparison_method,gold_type,transition,count,rate,denominator
clinc150,0.75,13,ours_partition_mogb_boundary,known,both_correct,1392,0.4142857142857143,3360
clinc150,0.75,13,ours_partition_mogb_boundary,known,trainable_only_correct,1116,0.33214285714285713,3360
clinc150,0.75,13,ours_partition_mogb_boundary,known,comparison_only_correct,34,0.01011904761904762,3360
clinc150,0.75,13,ours_partition_mogb_boundary,known,both_incorrect,818,0.24345238095238095,3360
clinc150,0.75,13,ours_partition_mogb_boundary,oos,both_correct,2228,0.9521367521367521,2340
clinc150,0.75,13,ours_partition_mogb_boundary,oos,trainable_only_correct,4,0.0017094017094017094,2340
clinc150,0.75,13,ours_partition_mogb_boundary,oos,comparison_only_correct,67,0.02863247863247863,2340
clinc150,0.75,13,ours_partition_mogb_boundary,oos,both_incorrect,41,0.01752136752136752,2340
clinc150,0.75,42,single_centroid,known,both_correct,2353,0.700297619047619,3360
clinc150,0.75,42,single_centroid,known,trainable_only_correct,133,0.03958333333333333,3360
clinc150,0.75,42,single_centroid,known,comparison_only_correct,270,0.08035714285714286,3360
clinc150,0.75,42,single_centroid,known,both_incorrect,604,0.17976190476190476,3360
clinc150,0.75,42,single_centroid,oos,both_correct,2077,0.8876068376068376,2340
clinc150,0.75,42,single_centroid,oos,trainable_only_correct,171,0.07307692307692308,2340
clinc150,0.75,42,single_centroid,oos,comparison_only_correct,7,0.0029914529914529917,2340
clinc150,0.75,42,single_centroid,oos,both_incorrect,85,0.03632478632478633,2340
clinc150,0.75,42,fixed_k2,known,both_correct,2243,0.6675595238095238,3360
clinc150,0.75,42,fixed_k2,known,trainable_only_correct,243,0.07232142857142858,3360
clinc150,0.75,42,fixed_k2,known,comparison_only_correct,271,0.08065476190476191,3360
clinc150,0.75,42,fixed_k2,known,both_incorrect,603,0.17946428571428572,3360
clinc150,0.75,42,fixed_k2,oos,both_correct,2132,0.9111111111111111,2340
clinc150,0.75,42,fixed_k2,oos,trainable_only_correct,116,0.04957264957264957,2340
clinc150,0.75,42,fixed_k2,oos,comparison_only_correct,36,0.015384615384615385,2340
clinc150,0.75,42,fixed_k2,oos,both_incorrect,56,0.023931623931623933,2340
clinc150,0.75,42,random_partition,known,both_correct,2369,0.7050595238095239,3360
clinc150,0.75,42,random_partition,known,trainable_only_correct,117,0.03482142857142857,3360
clinc150,0.75,42,random_partition,known,comparison_only_correct,288,0.08571428571428572,3360
clinc150,0.75,42,random_partition,known,both_incorrect,586,0.1744047619047619,3360
clinc150,0.75,42,random_partition,oos,both_correct,2062,0.8811965811965812,2340
clinc150,0.75,42,random_partition,oos,trainable_only_correct,186,0.07948717948717948,2340
clinc150,0.75,42,random_partition,oos,comparison_only_correct,6,0.002564102564102564,2340
clinc150,0.75,42,random_partition,oos,both_incorrect,86,0.03675213675213675,2340
clinc150,0.75,42,mogb_minilm,known,both_correct,928,0.2761904761904762,3360
clinc150,0.75,42,mogb_minilm,known,trainable_only_correct,1558,0.4636904761904762,3360
clinc150,0.75,42,mogb_minilm,known,comparison_only_correct,11,0.003273809523809524,3360
clinc150,0.75,42,mogb_minilm,known,both_incorrect,863,0.25684523809523807,3360
clinc150,0.75,42,mogb_minilm,oos,both_correct,2239,0.9568376068376069,2340
clinc150,0.75,42,mogb_minilm,oos,trainable_only_correct,9,0.0038461538461538464,2340
clinc150,0.75,42,mogb_minilm,oos,comparison_only_correct,81,0.03461538461538462,2340
clinc150,0.75,42,mogb_minilm,oos,both_incorrect,11,0.004700854700854701,2340
clinc150,0.75,42,mogb_partition_ours_boundary,known,both_correct,1467,0.43660714285714286,3360
clinc150,0.75,42,mogb_partition_ours_boundary,known,trainable_only_correct,1019,0.3032738095238095,3360
clinc150,0.75,42,mogb_partition_ours_boundary,known,comparison_only_correct,58,0.017261904761904763,3360
clinc150,0.75,42,mogb_partition_ours_boundary,known,both_incorrect,816,0.24285714285714285,3360
clinc150,0.75,42,mogb_partition_ours_boundary,oos,both_correct,2237,0.955982905982906,2340
clinc150,0.75,42,mogb_partition_ours_boundary,oos,trainable_only_correct,11,0.004700854700854701,2340
clinc150,0.75,42,mogb_partition_ours_boundary,oos,comparison_only_correct,73,0.031196581196581197,2340
clinc150,0.75,42,mogb_partition_ours_boundary,oos,both_incorrect,19,0.00811965811965812,2340
clinc150,0.75,42,ours_partition_mogb_boundary,known,both_correct,1368,0.40714285714285714,3360
clinc150,0.75,42,ours_partition_mogb_boundary,known,trainable_only_correct,1118,0.3327380952380952,3360
clinc150,0.75,42,ours_partition_mogb_boundary,known,comparison_only_correct,37,0.011011904761904763,3360
clinc150,0.75,42,ours_partition_mogb_boundary,known,both_incorrect,837,0.24910714285714286,3360
clinc150,0.75,42,ours_partition_mogb_boundary,oos,both_correct,2238,0.9564102564102565,2340
clinc150,0.75,42,ours_partition_mogb_boundary,oos,trainable_only_correct,10,0.004273504273504274,2340
clinc150,0.75,42,ours_partition_mogb_boundary,oos,comparison_only_correct,67,0.02863247863247863,2340
clinc150,0.75,42,ours_partition_mogb_boundary,oos,both_incorrect,25,0.010683760683760684,2340
clinc150,0.75,87,single_centroid,known,both_correct,2423,0.7211309523809524,3360
clinc150,0.75,87,single_centroid,known,trainable_only_correct,100,0.02976190476190476,3360
clinc150,0.75,87,single_centroid,known,comparison_only_correct,252,0.075,3360
clinc150,0.75,87,single_centroid,known,both_incorrect,585,0.17410714285714285,3360
clinc150,0.75,87,single_centroid,oos,both_correct,2117,0.9047008547008547,2340
clinc150,0.75,87,single_centroid,oos,trainable_only_correct,138,0.05897435897435897,2340
clinc150,0.75,87,single_centroid,oos,comparison_only_correct,2,0.0008547008547008547,2340
clinc150,0.75,87,single_centroid,oos,both_incorrect,83,0.03547008547008547,2340
clinc150,0.75,87,fixed_k2,known,both_correct,2307,0.6866071428571429,3360
clinc150,0.75,87,fixed_k2,known,trainable_only_correct,216,0.06428571428571428,3360
clinc150,0.75,87,fixed_k2,known,comparison_only_correct,246,0.07321428571428572,3360
clinc150,0.75,87,fixed_k2,known,both_incorrect,591,0.17589285714285716,3360
clinc150,0.75,87,fixed_k2,oos,both_correct,2172,0.9282051282051282,2340
clinc150,0.75,87,fixed_k2,oos,trainable_only_correct,83,0.03547008547008547,2340
clinc150,0.75,87,fixed_k2,oos,comparison_only_correct,11,0.004700854700854701,2340
clinc150,0.75,87,fixed_k2,oos,both_incorrect,74,0.03162393162393162,2340
clinc150,0.75,87,random_partition,known,both_correct,2428,0.7226190476190476,3360
clinc150,0.75,87,random_partition,known,trainable_only_correct,95,0.028273809523809524,3360
clinc150,0.75,87,random_partition,known,comparison_only_correct,272,0.08095238095238096,3360
clinc150,0.75,87,random_partition,known,both_incorrect,565,0.16815476190476192,3360
clinc150,0.75,87,random_partition,oos,both_correct,2126,0.9085470085470085,2340
clinc150,0.75,87,random_partition,oos,trainable_only_correct,129,0.05512820512820513,2340
clinc150,0.75,87,random_partition,oos,comparison_only_correct,2,0.0008547008547008547,2340
clinc150,0.75,87,random_partition,oos,both_incorrect,83,0.03547008547008547,2340
clinc150,0.75,87,mogb_minilm,known,both_correct,983,0.2925595238095238,3360
clinc150,0.75,87,mogb_minilm,known,trainable_only_correct,1540,0.4583333333333333,3360
clinc150,0.75,87,mogb_minilm,known,comparison_only_correct,9,0.0026785714285714286,3360
clinc150,0.75,87,mogb_minilm,known,both_incorrect,828,0.24642857142857144,3360
clinc150,0.75,87,mogb_minilm,oos,both_correct,2254,0.9632478632478633,2340
clinc150,0.75,87,mogb_minilm,oos,trainable_only_correct,1,0.00042735042735042735,2340
clinc150,0.75,87,mogb_minilm,oos,comparison_only_correct,65,0.027777777777777776,2340
clinc150,0.75,87,mogb_minilm,oos,both_incorrect,20,0.008547008547008548,2340
clinc150,0.75,87,mogb_partition_ours_boundary,known,both_correct,1554,0.4625,3360
clinc150,0.75,87,mogb_partition_ours_boundary,known,trainable_only_correct,969,0.2883928571428571,3360
clinc150,0.75,87,mogb_partition_ours_boundary,known,comparison_only_correct,40,0.011904761904761904,3360
clinc150,0.75,87,mogb_partition_ours_boundary,known,both_incorrect,797,0.23720238095238094,3360
clinc150,0.75,87,mogb_partition_ours_boundary,oos,both_correct,2244,0.958974358974359,2340
clinc150,0.75,87,mogb_partition_ours_boundary,oos,trainable_only_correct,11,0.004700854700854701,2340
clinc150,0.75,87,mogb_partition_ours_boundary,oos,comparison_only_correct,49,0.02094017094017094,2340
clinc150,0.75,87,mogb_partition_ours_boundary,oos,both_incorrect,36,0.015384615384615385,2340
clinc150,0.75,87,ours_partition_mogb_boundary,known,both_correct,1409,0.4193452380952381,3360
clinc150,0.75,87,ours_partition_mogb_boundary,known,trainable_only_correct,1114,0.33154761904761904,3360
clinc150,0.75,87,ours_partition_mogb_boundary,known,comparison_only_correct,31,0.009226190476190476,3360
clinc150,0.75,87,ours_partition_mogb_boundary,known,both_incorrect,806,0.2398809523809524,3360
clinc150,0.75,87,ours_partition_mogb_boundary,oos,both_correct,2251,0.961965811965812,2340
clinc150,0.75,87,ours_partition_mogb_boundary,oos,trainable_only_correct,4,0.0017094017094017094,2340
clinc150,0.75,87,ours_partition_mogb_boundary,oos,comparison_only_correct,37,0.01581196581196581,2340
clinc150,0.75,87,ours_partition_mogb_boundary,oos,both_incorrect,48,0.020512820512820513,2340
clinc150,0.75,100,single_centroid,known,both_correct,2435,0.7247023809523809,3360
clinc150,0.75,100,single_centroid,known,trainable_only_correct,126,0.0375,3360
clinc150,0.75,100,single_centroid,known,comparison_only_correct,268,0.07976190476190476,3360
clinc150,0.75,100,single_centroid,known,both_incorrect,531,0.15803571428571428,3360
clinc150,0.75,100,single_centroid,oos,both_correct,2107,0.9004273504273504,2340
clinc150,0.75,100,single_centroid,oos,trainable_only_correct,135,0.057692307692307696,2340
clinc150,0.75,100,single_centroid,oos,comparison_only_correct,5,0.002136752136752137,2340
clinc150,0.75,100,single_centroid,oos,both_incorrect,93,0.03974358974358974,2340
clinc150,0.75,100,fixed_k2,known,both_correct,2335,0.6949404761904762,3360
clinc150,0.75,100,fixed_k2,known,trainable_only_correct,226,0.06726190476190476,3360
clinc150,0.75,100,fixed_k2,known,comparison_only_correct,260,0.07738095238095238,3360
clinc150,0.75,100,fixed_k2,known,both_incorrect,539,0.16041666666666668,3360
clinc150,0.75,100,fixed_k2,oos,both_correct,2137,0.9132478632478632,2340
clinc150,0.75,100,fixed_k2,oos,trainable_only_correct,105,0.04487179487179487,2340
clinc150,0.75,100,fixed_k2,oos,comparison_only_correct,31,0.013247863247863248,2340
clinc150,0.75,100,fixed_k2,oos,both_incorrect,67,0.02863247863247863,2340
clinc150,0.75,100,random_partition,known,both_correct,2453,0.7300595238095238,3360
clinc150,0.75,100,random_partition,known,trainable_only_correct,108,0.03214285714285714,3360
clinc150,0.75,100,random_partition,known,comparison_only_correct,286,0.08511904761904762,3360
clinc150,0.75,100,random_partition,known,both_incorrect,513,0.15267857142857144,3360
clinc150,0.75,100,random_partition,oos,both_correct,2108,0.9008547008547009,2340
clinc150,0.75,100,random_partition,oos,trainable_only_correct,134,0.05726495726495726,2340
clinc150,0.75,100,random_partition,oos,comparison_only_correct,3,0.001282051282051282,2340
clinc150,0.75,100,random_partition,oos,both_incorrect,95,0.0405982905982906,2340
clinc150,0.75,100,mogb_minilm,known,both_correct,1007,0.29970238095238094,3360
clinc150,0.75,100,mogb_minilm,known,trainable_only_correct,1554,0.4625,3360
clinc150,0.75,100,mogb_minilm,known,comparison_only_correct,7,0.0020833333333333333,3360
clinc150,0.75,100,mogb_minilm,known,both_incorrect,792,0.2357142857142857,3360
clinc150,0.75,100,mogb_minilm,oos,both_correct,2235,0.9551282051282052,2340
clinc150,0.75,100,mogb_minilm,oos,trainable_only_correct,7,0.0029914529914529917,2340
clinc150,0.75,100,mogb_minilm,oos,comparison_only_correct,75,0.03205128205128205,2340
clinc150,0.75,100,mogb_minilm,oos,both_incorrect,23,0.009829059829059829,2340
clinc150,0.75,100,mogb_partition_ours_boundary,known,both_correct,1621,0.4824404761904762,3360
clinc150,0.75,100,mogb_partition_ours_boundary,known,trainable_only_correct,940,0.27976190476190477,3360
clinc150,0.75,100,mogb_partition_ours_boundary,known,comparison_only_correct,40,0.011904761904761904,3360
clinc150,0.75,100,mogb_partition_ours_boundary,known,both_incorrect,759,0.22589285714285715,3360
clinc150,0.75,100,mogb_partition_ours_boundary,oos,both_correct,2222,0.9495726495726495,2340
clinc150,0.75,100,mogb_partition_ours_boundary,oos,trainable_only_correct,20,0.008547008547008548,2340
clinc150,0.75,100,mogb_partition_ours_boundary,oos,comparison_only_correct,65,0.027777777777777776,2340
clinc150,0.75,100,mogb_partition_ours_boundary,oos,both_incorrect,33,0.014102564102564103,2340
clinc150,0.75,100,ours_partition_mogb_boundary,known,both_correct,1476,0.4392857142857143,3360
clinc150,0.75,100,ours_partition_mogb_boundary,known,trainable_only_correct,1085,0.3229166666666667,3360
clinc150,0.75,100,ours_partition_mogb_boundary,known,comparison_only_correct,35,0.010416666666666666,3360
clinc150,0.75,100,ours_partition_mogb_boundary,known,both_incorrect,764,0.22738095238095238,3360
clinc150,0.75,100,ours_partition_mogb_boundary,oos,both_correct,2232,0.9538461538461539,2340
clinc150,0.75,100,ours_partition_mogb_boundary,oos,trainable_only_correct,10,0.004273504273504274,2340
clinc150,0.75,100,ours_partition_mogb_boundary,oos,comparison_only_correct,60,0.02564102564102564,2340
clinc150,0.75,100,ours_partition_mogb_boundary,oos,both_incorrect,38,0.01623931623931624,2340
clinc150,0.75,123,single_centroid,known,both_correct,2412,0.7178571428571429,3360
clinc150,0.75,123,single_centroid,known,trainable_only_correct,130,0.03869047619047619,3360
clinc150,0.75,123,single_centroid,known,comparison_only_correct,245,0.07291666666666667,3360
clinc150,0.75,123,single_centroid,known,both_incorrect,573,0.1705357142857143,3360
clinc150,0.75,123,single_centroid,oos,both_correct,2100,0.8974358974358975,2340
clinc150,0.75,123,single_centroid,oos,trainable_only_correct,153,0.06538461538461539,2340
clinc150,0.75,123,single_centroid,oos,comparison_only_correct,1,0.00042735042735042735,2340
clinc150,0.75,123,single_centroid,oos,both_incorrect,86,0.03675213675213675,2340
clinc150,0.75,123,fixed_k2,known,both_correct,2274,0.6767857142857143,3360
clinc150,0.75,123,fixed_k2,known,trainable_only_correct,268,0.07976190476190476,3360
clinc150,0.75,123,fixed_k2,known,comparison_only_correct,248,0.07380952380952381,3360
clinc150,0.75,123,fixed_k2,known,both_incorrect,570,0.16964285714285715,3360
clinc150,0.75,123,fixed_k2,oos,both_correct,2136,0.9128205128205128,2340
clinc150,0.75,123,fixed_k2,oos,trainable_only_correct,117,0.05,2340
clinc150,0.75,123,fixed_k2,oos,comparison_only_correct,15,0.00641025641025641,2340
clinc150,0.75,123,fixed_k2,oos,both_incorrect,72,0.03076923076923077,2340
clinc150,0.75,123,random_partition,known,both_correct,2407,0.7163690476190476,3360
clinc150,0.75,123,random_partition,known,trainable_only_correct,135,0.04017857142857143,3360
clinc150,0.75,123,random_partition,known,comparison_only_correct,275,0.0818452380952381,3360
clinc150,0.75,123,random_partition,known,both_incorrect,543,0.16160714285714287,3360
clinc150,0.75,123,random_partition,oos,both_correct,2097,0.8961538461538462,2340
clinc150,0.75,123,random_partition,oos,trainable_only_correct,156,0.06666666666666667,2340
clinc150,0.75,123,random_partition,oos,comparison_only_correct,3,0.001282051282051282,2340
clinc150,0.75,123,random_partition,oos,both_incorrect,84,0.035897435897435895,2340
clinc150,0.75,123,mogb_minilm,known,both_correct,1011,0.30089285714285713,3360
clinc150,0.75,123,mogb_minilm,known,trainable_only_correct,1531,0.4556547619047619,3360
clinc150,0.75,123,mogb_minilm,known,comparison_only_correct,12,0.0035714285714285713,3360
clinc150,0.75,123,mogb_minilm,known,both_incorrect,806,0.2398809523809524,3360
clinc150,0.75,123,mogb_minilm,oos,both_correct,2253,0.9628205128205128,2340
clinc150,0.75,123,mogb_minilm,oos,trainable_only_correct,0,0.0,2340
clinc150,0.75,123,mogb_minilm,oos,comparison_only_correct,79,0.03376068376068376,2340
clinc150,0.75,123,mogb_minilm,oos,both_incorrect,8,0.003418803418803419,2340
clinc150,0.75,123,mogb_partition_ours_boundary,known,both_correct,1655,0.49255952380952384,3360
clinc150,0.75,123,mogb_partition_ours_boundary,known,trainable_only_correct,887,0.26398809523809524,3360
clinc150,0.75,123,mogb_partition_ours_boundary,known,comparison_only_correct,48,0.014285714285714285,3360
clinc150,0.75,123,mogb_partition_ours_boundary,known,both_incorrect,770,0.22916666666666666,3360
clinc150,0.75,123,mogb_partition_ours_boundary,oos,both_correct,2228,0.9521367521367521,2340
clinc150,0.75,123,mogb_partition_ours_boundary,oos,trainable_only_correct,25,0.010683760683760684,2340
clinc150,0.75,123,mogb_partition_ours_boundary,oos,comparison_only_correct,59,0.025213675213675214,2340
clinc150,0.75,123,mogb_partition_ours_boundary,oos,both_incorrect,28,0.011965811965811967,2340
clinc150,0.75,123,ours_partition_mogb_boundary,known,both_correct,1384,0.4119047619047619,3360
clinc150,0.75,123,ours_partition_mogb_boundary,known,trainable_only_correct,1158,0.34464285714285714,3360
clinc150,0.75,123,ours_partition_mogb_boundary,known,comparison_only_correct,32,0.009523809523809525,3360
clinc150,0.75,123,ours_partition_mogb_boundary,known,both_incorrect,786,0.23392857142857143,3360
clinc150,0.75,123,ours_partition_mogb_boundary,oos,both_correct,2247,0.9602564102564103,2340
clinc150,0.75,123,ours_partition_mogb_boundary,oos,trainable_only_correct,6,0.002564102564102564,2340
clinc150,0.75,123,ours_partition_mogb_boundary,oos,comparison_only_correct,53,0.02264957264957265,2340
clinc150,0.75,123,ours_partition_mogb_boundary,oos,both_incorrect,34,0.01452991452991453,2340
banking77,0.25,13,single_centroid,known,both_correct,606,0.7973684210526316,760
banking77,0.25,13,single_centroid,known,trainable_only_correct,23,0.030263157894736843,760
banking77,0.25,13,single_centroid,known,comparison_only_correct,30,0.039473684210526314,760
banking77,0.25,13,single_centroid,known,both_incorrect,101,0.13289473684210526,760
banking77,0.25,13,single_centroid,oos,both_correct,1759,0.7581896551724138,2320
banking77,0.25,13,single_centroid,oos,trainable_only_correct,310,0.1336206896551724,2320
banking77,0.25,13,single_centroid,oos,comparison_only_correct,13,0.005603448275862069,2320
banking77,0.25,13,single_centroid,oos,both_incorrect,238,0.10258620689655172,2320
banking77,0.25,13,fixed_k2,known,both_correct,589,0.775,760
banking77,0.25,13,fixed_k2,known,trainable_only_correct,40,0.05263157894736842,760
banking77,0.25,13,fixed_k2,known,comparison_only_correct,46,0.060526315789473685,760
banking77,0.25,13,fixed_k2,known,both_incorrect,85,0.1118421052631579,760
banking77,0.25,13,fixed_k2,oos,both_correct,1745,0.7521551724137931,2320
banking77,0.25,13,fixed_k2,oos,trainable_only_correct,324,0.1396551724137931,2320
banking77,0.25,13,fixed_k2,oos,comparison_only_correct,42,0.01810344827586207,2320
banking77,0.25,13,fixed_k2,oos,both_incorrect,209,0.09008620689655172,2320
banking77,0.25,13,random_partition,known,both_correct,608,0.8,760
banking77,0.25,13,random_partition,known,trainable_only_correct,21,0.02763157894736842,760
banking77,0.25,13,random_partition,known,comparison_only_correct,41,0.05394736842105263,760
banking77,0.25,13,random_partition,known,both_incorrect,90,0.11842105263157894,760
banking77,0.25,13,random_partition,oos,both_correct,1748,0.753448275862069,2320
banking77,0.25,13,random_partition,oos,trainable_only_correct,321,0.13836206896551725,2320
banking77,0.25,13,random_partition,oos,comparison_only_correct,14,0.00603448275862069,2320
banking77,0.25,13,random_partition,oos,both_incorrect,237,0.1021551724137931,2320
banking77,0.25,13,mogb_minilm,known,both_correct,282,0.37105263157894736,760
banking77,0.25,13,mogb_minilm,known,trainable_only_correct,347,0.45657894736842103,760
banking77,0.25,13,mogb_minilm,known,comparison_only_correct,5,0.006578947368421052,760
banking77,0.25,13,mogb_minilm,known,both_incorrect,126,0.16578947368421051,760
banking77,0.25,13,mogb_minilm,oos,both_correct,2069,0.8918103448275863,2320
banking77,0.25,13,mogb_minilm,oos,trainable_only_correct,0,0.0,2320
banking77,0.25,13,mogb_minilm,oos,comparison_only_correct,205,0.08836206896551724,2320
banking77,0.25,13,mogb_minilm,oos,both_incorrect,46,0.019827586206896553,2320
banking77,0.25,13,mogb_partition_ours_boundary,known,both_correct,426,0.5605263157894737,760
banking77,0.25,13,mogb_partition_ours_boundary,known,trainable_only_correct,203,0.26710526315789473,760
banking77,0.25,13,mogb_partition_ours_boundary,known,comparison_only_correct,10,0.013157894736842105,760
banking77,0.25,13,mogb_partition_ours_boundary,known,both_incorrect,121,0.15921052631578947,760
banking77,0.25,13,mogb_partition_ours_boundary,oos,both_correct,2064,0.8896551724137931,2320
banking77,0.25,13,mogb_partition_ours_boundary,oos,trainable_only_correct,5,0.0021551724137931034,2320
banking77,0.25,13,mogb_partition_ours_boundary,oos,comparison_only_correct,174,0.075,2320
banking77,0.25,13,mogb_partition_ours_boundary,oos,both_incorrect,77,0.03318965517241379,2320
banking77,0.25,13,ours_partition_mogb_boundary,known,both_correct,402,0.5289473684210526,760
banking77,0.25,13,ours_partition_mogb_boundary,known,trainable_only_correct,227,0.2986842105263158,760
banking77,0.25,13,ours_partition_mogb_boundary,known,comparison_only_correct,10,0.013157894736842105,760
banking77,0.25,13,ours_partition_mogb_boundary,known,both_incorrect,121,0.15921052631578947,760
banking77,0.25,13,ours_partition_mogb_boundary,oos,both_correct,2034,0.8767241379310344,2320
banking77,0.25,13,ours_partition_mogb_boundary,oos,trainable_only_correct,35,0.015086206896551725,2320
banking77,0.25,13,ours_partition_mogb_boundary,oos,comparison_only_correct,146,0.06293103448275862,2320
banking77,0.25,13,ours_partition_mogb_boundary,oos,both_incorrect,105,0.04525862068965517,2320
banking77,0.25,42,single_centroid,known,both_correct,604,0.7947368421052632,760
banking77,0.25,42,single_centroid,known,trainable_only_correct,17,0.02236842105263158,760
banking77,0.25,42,single_centroid,known,comparison_only_correct,33,0.04342105263157895,760
banking77,0.25,42,single_centroid,known,both_incorrect,106,0.1394736842105263,760
banking77,0.25,42,single_centroid,oos,both_correct,1756,0.756896551724138,2320
banking77,0.25,42,single_centroid,oos,trainable_only_correct,335,0.14439655172413793,2320
banking77,0.25,42,single_centroid,oos,comparison_only_correct,8,0.0034482758620689655,2320
banking77,0.25,42,single_centroid,oos,both_incorrect,221,0.09525862068965517,2320
banking77,0.25,42,fixed_k2,known,both_correct,593,0.7802631578947369,760
banking77,0.25,42,fixed_k2,known,trainable_only_correct,28,0.03684210526315789,760
banking77,0.25,42,fixed_k2,known,comparison_only_correct,47,0.06184210526315789,760
banking77,0.25,42,fixed_k2,known,both_incorrect,92,0.12105263157894737,760
banking77,0.25,42,fixed_k2,oos,both_correct,1860,0.8017241379310345,2320
banking77,0.25,42,fixed_k2,oos,trainable_only_correct,231,0.09956896551724138,2320
banking77,0.25,42,fixed_k2,oos,comparison_only_correct,41,0.01767241379310345,2320
banking77,0.25,42,fixed_k2,oos,both_incorrect,188,0.08103448275862069,2320
banking77,0.25,42,random_partition,known,both_correct,608,0.8,760
banking77,0.25,42,random_partition,known,trainable_only_correct,13,0.017105263157894738,760
banking77,0.25,42,random_partition,known,comparison_only_correct,39,0.05131578947368421,760
banking77,0.25,42,random_partition,known,both_incorrect,100,0.13157894736842105,760
banking77,0.25,42,random_partition,oos,both_correct,1735,0.7478448275862069,2320
banking77,0.25,42,random_partition,oos,trainable_only_correct,356,0.15344827586206897,2320
banking77,0.25,42,random_partition,oos,comparison_only_correct,8,0.0034482758620689655,2320
banking77,0.25,42,random_partition,oos,both_incorrect,221,0.09525862068965517,2320
banking77,0.25,42,mogb_minilm,known,both_correct,323,0.425,760
banking77,0.25,42,mogb_minilm,known,trainable_only_correct,298,0.39210526315789473,760
banking77,0.25,42,mogb_minilm,known,comparison_only_correct,3,0.003947368421052632,760
banking77,0.25,42,mogb_minilm,known,both_incorrect,136,0.17894736842105263,760
banking77,0.25,42,mogb_minilm,oos,both_correct,2091,0.9012931034482758,2320
banking77,0.25,42,mogb_minilm,oos,trainable_only_correct,0,0.0,2320
banking77,0.25,42,mogb_minilm,oos,comparison_only_correct,205,0.08836206896551724,2320
banking77,0.25,42,mogb_minilm,oos,both_incorrect,24,0.010344827586206896,2320
banking77,0.25,42,mogb_partition_ours_boundary,known,both_correct,483,0.6355263157894737,760
banking77,0.25,42,mogb_partition_ours_boundary,known,trainable_only_correct,138,0.18157894736842106,760
banking77,0.25,42,mogb_partition_ours_boundary,known,comparison_only_correct,9,0.011842105263157895,760
banking77,0.25,42,mogb_partition_ours_boundary,known,both_incorrect,130,0.17105263157894737,760
banking77,0.25,42,mogb_partition_ours_boundary,oos,both_correct,2079,0.8961206896551724,2320
banking77,0.25,42,mogb_partition_ours_boundary,oos,trainable_only_correct,12,0.005172413793103448,2320
banking77,0.25,42,mogb_partition_ours_boundary,oos,comparison_only_correct,145,0.0625,2320
banking77,0.25,42,mogb_partition_ours_boundary,oos,both_incorrect,84,0.03620689655172414,2320
banking77,0.25,42,ours_partition_mogb_boundary,known,both_correct,419,0.5513157894736842,760
banking77,0.25,42,ours_partition_mogb_boundary,known,trainable_only_correct,202,0.2657894736842105,760
banking77,0.25,42,ours_partition_mogb_boundary,known,comparison_only_correct,12,0.015789473684210527,760
banking77,0.25,42,ours_partition_mogb_boundary,known,both_incorrect,127,0.16710526315789473,760
banking77,0.25,42,ours_partition_mogb_boundary,oos,both_correct,2085,0.8987068965517241,2320
banking77,0.25,42,ours_partition_mogb_boundary,oos,trainable_only_correct,6,0.002586206896551724,2320
banking77,0.25,42,ours_partition_mogb_boundary,oos,comparison_only_correct,162,0.06982758620689655,2320
banking77,0.25,42,ours_partition_mogb_boundary,oos,both_incorrect,67,0.028879310344827585,2320
banking77,0.25,87,single_centroid,known,both_correct,590,0.7763157894736842,760
banking77,0.25,87,single_centroid,known,trainable_only_correct,28,0.03684210526315789,760
banking77,0.25,87,single_centroid,known,comparison_only_correct,38,0.05,760
banking77,0.25,87,single_centroid,known,both_incorrect,104,0.1368421052631579,760
banking77,0.25,87,single_centroid,oos,both_correct,1910,0.8232758620689655,2320
banking77,0.25,87,single_centroid,oos,trainable_only_correct,232,0.1,2320
banking77,0.25,87,single_centroid,oos,comparison_only_correct,12,0.005172413793103448,2320
banking77,0.25,87,single_centroid,oos,both_incorrect,166,0.07155172413793104,2320
banking77,0.25,87,fixed_k2,known,both_correct,569,0.7486842105263158,760
banking77,0.25,87,fixed_k2,known,trainable_only_correct,49,0.06447368421052632,760
banking77,0.25,87,fixed_k2,known,comparison_only_correct,48,0.06315789473684211,760
banking77,0.25,87,fixed_k2,known,both_incorrect,94,0.12368421052631579,760
banking77,0.25,87,fixed_k2,oos,both_correct,1811,0.780603448275862,2320
banking77,0.25,87,fixed_k2,oos,trainable_only_correct,331,0.14267241379310344,2320
banking77,0.25,87,fixed_k2,oos,comparison_only_correct,17,0.007327586206896552,2320
banking77,0.25,87,fixed_k2,oos,both_incorrect,161,0.06939655172413793,2320
banking77,0.25,87,random_partition,known,both_correct,594,0.781578947368421,760
banking77,0.25,87,random_partition,known,trainable_only_correct,24,0.031578947368421054,760
banking77,0.25,87,random_partition,known,comparison_only_correct,41,0.05394736842105263,760
banking77,0.25,87,random_partition,known,both_incorrect,101,0.13289473684210526,760
banking77,0.25,87,random_partition,oos,both_correct,1867,0.8047413793103448,2320
banking77,0.25,87,random_partition,oos,trainable_only_correct,275,0.11853448275862069,2320
banking77,0.25,87,random_partition,oos,comparison_only_correct,13,0.005603448275862069,2320
banking77,0.25,87,random_partition,oos,both_incorrect,165,0.07112068965517242,2320
banking77,0.25,87,mogb_minilm,known,both_correct,313,0.4118421052631579,760
banking77,0.25,87,mogb_minilm,known,trainable_only_correct,305,0.40131578947368424,760
