experiment_id,stage,protocol_version,experiment_family,research_question,hypothesis,datasets,kirs,seeds,representations,k_values,distances,status,planned_units,completed_units,failed_units,start_time,end_time,provenance_sha256,config_sha256,summary_path,main_result,decision,repeat_policy,supersedes,notes
dcloos_official_oos_kir75_seed888_reduced_v2,EXTERNAL_BASELINE,protocol_v2_textoir_v1,dcloos_end_to_end_baseline,Can a reduced-budget DCLOOS run emit auditable predictions from the located official external negative corpus?,Official pseudo-OOS plus external open-domain negatives can be evaluated under a bounded compatibility budget without using test labels for selection,oos,0.75,888,bert_legacy,none,bert,complete_recovered_intermediate_prediction,1,1,0,2026-08-01,2026-08-01,19cb65d1e4f3acb5cf552efc93b876bed4af468f0302d94cd0e38a3b43b6ed63,162f5af44df6e553c2f0ea8a838af1e0df998fb475b1f7552d23fdb952fd9435,artifacts/s2c/external/dcloos_official_oos_kir75_seed888_reduced_v2/recovery_metrics.json,Acc 88.6842 F1-All 90.2629 F1-U 87.0527 F1-K 90.2916 OOS F1 87.0527,Keep as reduced compatibility evidence and never call strict paper reproduction,do_not_repeat,dcloos_official_oos_kir75_seed888_v1,Predictions were emitted by upstream test evaluation; final raw JSON serialization failed and metrics were recomputed from the prediction file.
adaptive_k_feasibility_audit_v1,ADAPTIVE_K_AUDIT,protocol_v2_textoir_v1,fixed_k_oracle_reuse,Which intents show descriptive sensitivity to K greater than one?,The immutable E2 grid can identify candidate intent-level structure without creating new model runs,clinc150|banking77|stackoverflow,0.10|0.20|0.25|0.30|0.40|0.50|0.60|0.70|0.75|0.80|0.90,13|42|87|100|123,frozen_minilm,1|2|3|4|5,euclidean|mahalanobis_diag,complete_read_only_audit,1650,1650,0,2026-08-02,2026-08-02,E2_CLOSEOUT_REUSED,N/A_READ_ONLY,results/diagnostics/adaptive_k/audit_manifest.json,Test-oracle sensitivity only; no new training or Gate run,Do not use these rows for validation-time K selection,do_not_repeat,,Read-only reuse of E2 predictions; future split-merge work requires Known-only calibration and lambda leakage audit.
lambda_leakage_audit_v1,LAMBDA_LEAKAGE_AUDIT,protocol_v2_textoir_v1,radius_lambda_sensitivity,Can lambda be selected without test-OOS leakage and does it change the K decision?,Known-only calibration must be auditable before any adaptive-K pilot; lambda sensitivity should expose dataset and K interaction,clinc150|banking77|stackoverflow,0.50,13|42|87,frozen_minilm,1|2|paper_default_k,mahalanobis_diag,complete_read_only_audit,216,216,0,2026-08-02,2026-08-02,e16b7b5ef9c024cfcff4120e0bab3d50f8796a1bb793930114979af7241df49c;42c670d15b358e60cdf1e2749a846b7fb75f70eb7f15a93ff0ff4a5890e2b561,e779b3298159db5945b66c667b249819ee04b864390df09670d5b9f4b9cf4b08;fcd5c5d791bb42f7e5702477ee6bb9895c11a8d510403809a235aa912c443e28,results/diagnostics/lambda_sensitivity/summary.csv,216 rows and 18 unique detector fits; all E2 lambda=1 checks have max_abs_delta=0 and zero prediction mismatch,Do not authorize split-merge adaptive-K; Banking77 misses the F1-All gate and intent-level Known-only evidence while StackOverflow remains a negative control,do_not_repeat,,Read-only cache reuse; no encoder training and no writes under artifacts; historical validation-OOS lambda searches remain excluded from the current primary protocol.
urcsg_pilot_v1,URCSG,protocol_v2_textoir_v1,known_only_union_risk_calibration,Can leave-one-known-intent pseudo-OOS union-risk calibration select safe per-intent subcenter counts?,Per-intent incremental acceptance risk and calibration coverage can select K>1 only where the frozen representation has safe multicenter headroom,banking77|stackoverflow,0.50,13|42|87,frozen_minilm,1|2|3|4|5,mahalanobis_diag,complete,6,6,0,2026-08-04,2026-08-04,6ef07789b8b6df1a843459de4d8161357a7cd5b4312f348e1fd128da420ecf04,32132161e21a591e86fea5a65c333408193a0aef976e6eda920a557ad6d5b2c6,results/diagnostics/urcsg/decision.json,Banking77 primary delta OOS F1 -0.39pp and F1-All -0.35pp; StackOverflow primary delta OOS F1 -6.10pp and F1-All -2.67pp,Stop URCSG pilot; no full matrix because both dataset gates failed and shuffled control did not establish a useful advantage,do_not_repeat,,Six cells complete; Known-only selection; 54 metrics rows and 720 intent-candidate rows; no encoder training or test selection.
ccsg_pilot_v1,CCSG,protocol_v2_textoir_v1,competition_calibrated_support_gate,Can class-level mixture support and top-two competition prevent multicenter union overcoverage?,Replacing independent subball acceptance with a Known-only calibrated class support and margin should reduce false acceptance without changing the encoder or radius contract,clinc150|banking77|stackoverflow,0.50,13|42|87,frozen_minilm,1|2,mahalanobis_diag,complete,9,9,0,2026-08-04,2026-08-04,CCSG_PROVENANCE.json,ccsg_pilot_v1.yaml,results/diagnostics/ccsg/decision.json,CCSG-K2 failed all pre-registered dataset gates; StackOverflow false acceptance remained high; CCSG-K2 F1-All improved over current K2 union but not over CCSG-K1,Stop CCSG pilot; do not expand KIR/K until a revised contract is registered,do_not_repeat,urcsg_pilot_v1,9 cells; 72 metric rows; frozen cache reuse only; Known calibration threshold; no encoder training or test selection.
adaptive_v1_rc_ambl_pilot,ADAPTIVE_V1,protocol_v2_textoir_v1,risk_calibrated_adaptive_multicentre_boundary,Can Known-only risk calibration safely add local centers on StackOverflow?,Parent-boundary evidence and stability gates should prevent false-acceptance explosion while retaining K1 OOS performance,stackoverflow,0.50,13|42|87,frozen_minilm,1|2|3|4,mahalanobis_diag,complete_negative,6,6,0,2026-08-04,2026-08-04,5c8dbcde51431db86372dc7ce6414a69f5c126673920e448dbc3ea9a5e24dc2f,0696927816bb6dc11ea99d40cf630923d219e05d42fbe5c0968cf41e45bdf10d,results/diagnostics/adaptive_v1/main_results.csv,RC-AMBL-KnownOnly and ProxyOOS both OOS F1 0.5785 plus_or_minus 0.0926; all splits rejected and mean Ky 1.0,Stop RC-AMBL pilot; do not expand datasets KIR or K until same-contract K1 calibration control is resolved,do_not_repeat,,KnownOnly and ProxyOOS each 3 seeds; no test OOS selection; contract_repair5 artifacts immutable.
racal_v1_stage1,RACAL_V1,protocol_v2_textoir_v1,trainable_minilm_k1,Does a Known-only residual-adapted MiniLM improve the single-centroid Gate without increasing open-space risk?,Last-two-layer MiniLM adaptation plus a residual 384D projection improves OOS ranking while preserving Known coverage,stackoverflow,0.50,13|42|87,last2_minilm_plus_projection,1,mahalanobis_diag,complete,6,6,0,2026-08-05,2026-08-05,af25d5a2135017f3f786dc0df04f625fd5d96f8035d444fb2b373a0c2ff9c6eb,9a9494820190df308c1408938933cb0ab658ced5bfbae0eb1b3ebac9572ac2bf,results/diagnostics/racal_v1/RACAL_V1_STAGE1_MEAN_STD.csv,Trainable K1 mean OOS F1 0.8671 versus Frozen K1 0.7729; F1-All +7.06pp; false acceptance -15.40pp; Known Recall +0.21pp,Authorize next-stage registration only; do not automatically run fixed K2 or center activation,active,,"Frozen K1 E2 replay 3/3 exact; Trainable K1 3/3; no test OOS selection; E2/E3/R1/RC-AMBL artifacts unchanged."
racal_v1_stage2_fixed_k2,RACAL_V1_STAGE2,protocol_v2_textoir_v1,trainable_fixed_k2_boundary_control,Does fixed K=2 remain safe after the Trainable MiniLM K=1 representation has been frozen?,The same Trainable MiniLM checkpoint will reduce the fixed K=2 false-acceptance failure if representation rather than boundary geometry is the main bottleneck,stackoverflow,0.50,13|42|87,stage1_trainable_k1_checkpoint_reused,1|2,mahalanobis_diag,complete,3,3,0,2026-08-05,2026-08-05,249b85ef2aaef059c29672ed095c2b4b17449528a443bf5bf144a16d92bc6302,f260fea7cd034722cce3662360653bbd7943c8a71b376cff4141b1f2577ec40a,results/diagnostics/racal_v1/stage2_fixed_k2/RACAL_V1_STAGE2_MEAN_STD.csv,Trainable K2 minus K1 OOS F1 -19.06pp; false acceptance +34.11pp; Known Recall +9.70pp; K2 rejected 3/3 safety,Class A primary with intent-level heterogeneity; stop K3-K5 and register risk-gated center activation only,do_not_repeat,racal_v1_stage1,"Same stage1 checkpoint reused for both K values; KMeans-2 per intent; nearest-sphere mean+std lambda=1; no test selection; 30 intent diagnostics and 18,000 hashed sample audit rows."
joint_adaptive_multicenter_v1,joint_adaptive_multicenter_v1,protocol_v2_textoir_v1,joint_representation_center_training,Can jointly training MiniLM and candidate intent prototypes safely activate a second center on StackOverflow?,A trainable candidate split should improve Known-only compactness without reducing calibration recall or expanding the parent boundary,stackoverflow,0.50,13|42|87,trainable_minilm_plus_trainable_prototypes,1|candidate_2,mahalanobis_diag,complete,3,3,0,2026-08-05,2026-08-05,228151ab93d433ad78854ea9fc51a3a206a5712619e00103ba5c3300c56d2b8f,09b43a8faf52c937803f05ec88d2ed2f893ddb19c547be73bfa91fad2bb4e72e,docs/archive/experiments/joint_adaptive_multicenter_v1/JOINT_ADAPTIVE_V1_REPORT.md,"3/3 candidate splits trained and rejected; mean K_y=1.0; OOS F1 0.8661±0.0111; false acceptance 0.1129±0.0228",Training-participating chain verified but no safe multicenter gain; do not expand without a newly registered split objective,complete_negative,,"Uses RACAL trainable K1 checkpoints; candidate training is Known-train only; selection uses Known calibration only; test OOS never used; repair6 is the valid current attempt."
joint_adaptive_multicenter_contract_repair_v1,joint_adaptive_multicenter_contract_repair_v1,protocol_v2_textoir_v1,joint_representation_center_training_contract_repair,Can a frozen K=1 parent boundary and guarded Known-only objective safely activate a trained second center?,Freezing the K=1 parent boundary and adding guarded compactness plus load/separation constraints should distinguish implementation-contract errors from a genuine lack of safe multicentre gain,stackoverflow,0.50,13|42|87,trainable_minilm_plus_trainable_prototypes,1|candidate_2,mahalanobis_diag,complete_negative,3,3,0,2026-08-05,2026-08-05,7dbe4b52763cf9e6350a47065e14085596845c632b634a20404384aacc6f21ed,60b4711492b21a9f0afea5d330523cd91cd81236882dc55580cb6762854d583c,../artifacts/s2c/runs/protocol_v2_textoir_v1/joint_adaptive_multicenter_contract_repair_v1/repair3/CONTRACT_REPAIR_SUMMARY.json,"OOS F1 0.8661±0.0091; F1-All 0.8563±0.0041; Known Recall 0.8388±0.0037; false acceptance 0.1129±0.0187; mean K_y=1.0; 3/3 rejected by calibration Known Recall drop",Stop training-participating multicentre on this contract; retain as negative diagnostic and do not expand KIR/K,do_not_repeat,joint_adaptive_multicenter_v1,"repair3 provenance: JOINT_ADAPTIVE_CONTRACT_REPAIR_PROVENANCE.json; parent_boundary_frozen=true; test_used_for_selection=false; oos_used_for_training=false."
consistency_gate_v1,CONSISTENCY_GATE,protocol_v2_textoir_v1,trainable_k1_prediction_consistency,Can Known-only prediction consistency and evidence conflict reduce OOS false acceptance without adding centres?,Fixed RACAL Trainable K=1 representation plus original/MC-dropout/surface-normalized views should reject unstable evidence while preserving Known coverage,stackoverflow,0.50,13|42|87,trainable_k1_checkpoint_reused,1,mahalanobis_diag,complete,3,3,0,2026-08-05,2026-08-05,local_consistency_gate_provenance,local_consistency_gate_config,results/diagnostics/consistency_gate_v1/summary.csv,"Evidence-margin OOS F1 0.8673±0.0076; F1-All 0.8580±0.0027; Known Recall 0.8376±0.0020; false acceptance 0.1099±0.0145; combined OOS F1 0.8674±0.0073",Keep as a small single-centre rejection candidate; no SOTA claim and no multicentre expansion,do_not_repeat,racal_v1_stage1,"Known calibration only; no new encoder training; no test OOS selection; 3/3 verified under consistency_gate_v1 provenance."
minilm_trainable_control_v1,MINILM_TRAINABLE_CONTROL,protocol_v2_textoir_v1,trainable_minilm_k1_cross_dataset,Can Known-only MiniLM adaptation improve K=1 across datasets without sacrificing Known coverage?,Last-two-layer MiniLM adaptation plus residual projection improves OOS ranking under the same KIR/split/Gate contract,clinc150|banking77|stackoverflow,0.50,13|42|87,last2_minilm_plus_projection,1,mahalanobis_diag,complete,6,6,0,2026-08-06,2026-08-06,18183a8b43a322fdc75eb3b2a0f492c1897125530e68bf83ccf344ad7aa0c66b,e6bb64863c863af8aa4b5bb603f8006400f4c6e742bfb3833b33ff93052885713,results/diagnostics/minilm_trainable_control_v1/summary.csv,"Exact-seed Trainable minus Frozen OOS F1: CLINC +1.12pp; Banking +5.18pp; StackOverflow +9.42pp; Known Recall deltas -1.33pp, -1.95pp, +0.21pp",Keep as cross-dataset K=1 representation evidence; do not call universal or SOTA and do not expand K automatically,do_not_repeat,racal_v1_stage1,"New CLINC/Banking 6/6 units; StackOverflow reuses RACAL-v1 same-contract K=1; checkpoint selection Known calibration only; test OOS not used."
minilm_trainable_k2_control_v1,MINILM_TRAINABLE_K2_CONTROL,protocol_v2_textoir_v1,trainable_minilm_fixed_k_interaction,Does the same Known-only Trainable MiniLM checkpoint make fixed K=2 safe across datasets?,"If representation adaptation is the main bottleneck, fixed K=2 should retain K=1 OOS performance without a false-acceptance increase",clinc150|banking77|stackoverflow,0.50,13|42|87,trainable_minilm_last2_plus_projection,1|2,mahalanobis_diag,complete,9,9,0,2026-08-06,2026-08-06,9babac7bac3b85fae17a90fd23e42141880c781c0fca7b874c5cf5c635d9cd72,0f961279cc5172161a284fadce3cd8c231b60447348ed6cfe6d9b948021f2340,results/diagnostics/minilm_trainable_k2_control_v1/delta_summary.csv,"K=2 minus K=1 OOS F1: CLINC -0.28pp; Banking +0.13pp; StackOverflow -19.06pp; StackOverflow false acceptance +34.11pp","Trainable MiniLM does not universally rescue fixed K=2; Banking is conditional, CLINC mildly favors K=1, StackOverflow remains structurally unsafe",do_not_repeat,minilm_trainable_control_v1,"CLINC/Banking 6 new evaluation units plus 3 read-only StackOverflow RACAL stage2 rows; same checkpoint per seed; K1 replay exact; no test selection or OOS training."
minilm_trainable_lambda_control_v1,MINILM_TRAINABLE_LAMBDA_CONTROL,protocol_v2_textoir_v1,trainable_minilm_lambda_k_interaction,Can Known-only radius calibration explain the Trainable MiniLM K=1/K=2 gap?,Known calibration selection of lambda should recover coverage without using test OOS and reveal whether K=2 failure is only a radius artifact,clinc150|banking77|stackoverflow,0.50,13|42|87,trainable_minilm_last2_plus_projection,1|2,mahalanobis_diag,complete,108,108,0,2026-08-06,2026-08-06,ea20ef2d2cefdad18219ebcaa68cde9b0c5f733e7ff2c851170b6e8b18373127,04294533be03b90ba2db92ba243f593d5eb20ea59d1da6f2b8093aca0710dbe8,results/diagnostics/minilm_trainable_lambda_control_v1/k_delta_by_lambda.csv,"Known-only lambda selection: StackOverflow K=2 minus K=1 OOS F1 -9.51pp and false acceptance +11.83pp; K=1 feasibility constraint still fails","Radius calibration does not rescue StackOverflow fixed K=2; retain Trainable K=1 and stop lambda-only rescue",do_not_repeat,minilm_trainable_k2_control_v1,"108 evaluation cells; lambda={0.50,0.75,1.00,1.25,1.50,2.00}; 9 checkpoint loads; test OOS never used for selection or training; artifact root is immutable after completion."
minilm_trainable_kir_sweep_v1,MINILM_TRAINABLE_KIR_SWEEP_V1,protocol_v2_textoir_v1,trainable_minilm_k1_kir_sweep,Does Known-only MiniLM adaptation improve K=1 consistently across KIR and datasets?,Trainable K=1 should improve OOS scoring over Frozen across KIR without introducing multi-centre union risk,clinc150|banking77|stackoverflow,25|50|75,13|42|87,last2_minilm_plus_projection,1,mahalanobis_diag,complete,27,27,0,2026-08-06,2026-08-06,8e4e6418ad3d116965afe7c0c99c3849ca7077a6c6cdad114ae915d06fc2d55b,63b1933a04578231784717e06392becd24ae69d0a4225b416ae1b5d1aca32637,results/analysis/archive/analysis/minilm_trainable_kir_sweep_v1/mean_std.csv,"Trainable K=1 improves same-distance Frozen OOS F1 in CLINC150 at all KIR (+0.64/+2.41/+3.59pp) and StackOverflow (+1.19/+7.69/+13.54pp); Banking is positive only at KIR=.25 (+0.59pp) and degrades at .75 (-14.02pp)","Keep as K=1 representation evidence; do not call universal or SOTA; retain fixed multicentre diagnostics separately",do_not_repeat,,"Known-only train/calibration selection; no test OOS selection or OOS training; 27/27 metrics complete; old stages immutable; report and figures under results/analysis/archive/analysis/minilm_trainable_kir_sweep_v1 and figures/archive/analysis/minilm_trainable_kir_sweep_v1."
experiment_evidence_pack_v2,ANALYSIS_EVIDENCE_PACK_V2,protocol_v2_textoir_v1,paired_fair_baseline_analysis,"Do existing completed methods differ because of partition, representation or boundary trade-offs?","Paired multi-seed analysis should reveal whether OOS gains are accompanied by Known Recall loss across KIR and datasets",clinc150|banking77|stackoverflow,25|50|75,13|42|87|100|123,frozen_minilm_plus_trainable_context,1|2,mixed,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,results/analysis/archive/analysis/experiment_evidence_pack_v2/fair_paired_effects.csv,"54 fair summary rows and 180 paired effect rows; bootstrap seed 20260725, 10000 resamples; 21 visualizations","Keep as analysis evidence; do not treat incompatible external rows or historical Cascade as a single ranking",do_not_repeat,,"No training or test selection; reads completed MOGB fair matrix and Trainable KIR sweep only; output includes protocol/scope caveats."
representation_boundary_pack_v1,ANALYSIS_REPRESENTATION_BOUNDARY_V1,protocol_v2_textoir_v1,representation_boundary_interaction,"Does representation training that improves K=1 also make K>1 safer?","K=1 representation gains and K=2 boundary gains must be reported separately because better Known geometry may increase union false acceptance",clinc150|banking77|stackoverflow,50,13|42|87,Frozen|CE|SupCon,1|2,mixed,complete,18,18,0,2026-08-06,2026-08-06,analysis_only,analysis_only,results/analysis/archive/analysis/representation_boundary_pack_v1/representation_k1_k2_summary.csv,"18 summary rows and 36 paired effects; StackOverflow CE/SupCon K=2 OOS F1 falls 14.69/17.74pp while Known Recall rises 8.12/9.73pp","Keep as representation-boundary mechanism evidence; no new method or SOTA claim",do_not_repeat,,"Reads existing representation results and geometry summary; no training, no test selection, four figures."
stackoverflow_intent_diagnostic_v1,ANALYSIS_STACKOVERFLOW_INTENT_DIAGNOSTIC_V1,protocol_v2_textoir_v1,per_intent_multicenter_risk,"Which StackOverflow intents pay the largest OOS cost when K=2 is added?","Per-intent recovered Known samples should be weighed against newly accepted OOS samples rather than ARI alone",stackoverflow,50,13|42|87,Frozen_trainable_stage2,1|2,mixed,complete,30,30,0,2026-08-06,2026-08-06,019dda20ca8077139bf553bac73afbce252bd32e299aee6c69ab9bb35ee64b89,analysis_only,results/analysis/archive/analysis/stackoverflow_intent_diagnostic_v1/intent_diagnostic_summary.csv,"30 diagnostic rows; mean recovered Known 29.73, newly accepted OOS 102.53, net benefit -72.80, mean ARI 0.91","Keep as exploratory StackOverflow mechanism evidence; do not generalize to all 20 intents or call adaptive-K successful",do_not_repeat,racal_v1_stage2_fixed_k2,"Analysis-only aggregation of existing intent diagnostics; four figures; Spearman matrix exploratory and uncorrected."
intent_kir_stability_pack_v1,ANALYSIS_INTENT_KIR_STABILITY_V1,protocol_v2_textoir_v1,intent_kir_stability,"Does oracle K preference vary by dataset, KIR, distance and intent?","Intent heterogeneity should explain why dataset-level K averages hide conditional multi-center gains",clinc150|banking77|stackoverflow,10|20|25|30|40|50|60|70|75|80|90,13|42|87|100|123,Frozen_minilm,1|2|3|4|5,euclidean|mahalanobis_diag,complete,13580,13580,0,2026-08-06,2026-08-06,858801c93b4f4921ecf3ad49eada302aca9e66f2e042701c52a625d5c165dcb7,analysis_only,results/analysis/archive/analysis/intent_kir_stability_pack_v1/intent_kir_summary.csv,"13,580 oracle diagnostic rows; K>1 rate Banking77 65.3%, CLINC150 45.2%, StackOverflow 34.2%; safe-gain rate 39.8%, 35.7%, 24.7%","Keep as test-sensitivity mechanism evidence; never use oracle best-K for formal selection",do_not_repeat,adaptive_k,"Analysis-only aggregation; 66 summary groups, 4,646 intent-group stability rows, four figures; no training or parameter selection."
minilm_trainable_kir_sweep_extension_v1,MINILM_TRAINABLE_KIR_SWEEP_EXTENSION_V1,protocol_v2_textoir_v1,trainable_minilm_k1_five_seed_control,"Does the Known-only Trainable MiniLM K=1 gain persist across all five registered seeds and KIR values?","Adding seeds 100 and 123 to the existing three-seed K=1 sweep should provide a complete five-seed estimate without changing the data, representation, detector, or selection contract",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,last2_minilm_plus_projection,1,mahalanobis_diag,complete,18,18,0,2026-08-06,2026-08-06,6a4ea25097057138d13bc264110d0d546501707c7f6b8c16513b55d6ae61edaf,144fd1eb8f36f8afc529584104e11f6ae244f931e54101e839843f6a187ce2aa,docs/archive/analysis/MINILM_TRAINABLE_5SEED_FAIR_COMPARISON_V1.md,"45 total Trainable K=1 units after combining the parent 27 and extension 18; versus exact E2 Frozen K=1, OOS F1 gains are 0.45--10.50 pp while Known Recall changes are -2.90--+0.77 pp across dataset/KIR cells", "Keep as five-seed K=1 representation evidence; do not call SOTA and do not infer fixed K>1 safety",do_not_repeat,minilm_trainable_kir_sweep_v1,"Known train/calibration only; test OOS not used for training, checkpoint selection, radius, threshold, or K selection; extension artifacts are immutable and the parent 27 units were not rerun."
minilm_trainable_5seed_fair_report_v1,ANALYSIS_MINILM_TRAINABLE_5SEED_FAIR_V1,protocol_v2_textoir_v1,protocol_aware_result_synthesis,"What is the protocol-aware five-seed relationship between Trainable K=1, exact Frozen K=1, Frozen/MOGB components, and fulltex historical values?","A paired report must keep exact same-contract comparisons separate from descriptive historical and component-level references",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,Trainable|Frozen|MOGB_components,1|2,mixed,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/MINILM_TRAINABLE_5SEED_FAIR_COMPARISON_V1.md,"45 Trainable rows, 45 exact Frozen rows, 270 MOGB fair-component rows, 9 summary cells and four figures; paired deltas are computed before any historical reference rows are added", "Keep as analysis evidence; use exact paired rows for claims and label all MOGB/fulltex rows by supervision and protocol scope",do_not_repeat,minilm_trainable_kir_sweep_extension_v1,"No new training; fixes a report aggregation bug that had mixed historical fulltex rows into paired means; figures use English labels and Chinese interpretation is in Markdown."
minilm_boundary_diagnostics_v1,ANALYSIS_MINILM_BOUNDARY_DIAGNOSTICS_V1,protocol_v2_textoir_v1,representation_boundary_diagnostics,"Why does Trainable K=1 improve current OOS scoring while historical/full-cascade and fixed multi-centre claims remain different?","If Trainable changes the Known/OOS score gap and false-accept rate under the same K=1 detector, its gain is a representation-score effect rather than evidence of safe multi-centre geometry",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,Trainable|Frozen,1,mahalanobis_diag,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/MINILM_BOUNDARY_DIAGNOSTICS_V1.md,"90 run summaries and 443,400 in-memory test score records reduced to aggregate CSV; at KIR=.50 score-gap increases Frozen→Trainable by +0.180/+0.075/+0.319 for CLINC/Banking/StackOverflow and false acceptance falls by 2.88/9.14/15.69pp", "Keep as mechanism evidence; do not use test diagnostics for parameter selection or claim SOTA",do_not_repeat,minilm_trainable_5seed_fair_report_v1,"Analysis-only; no training or checkpoint/threshold selection; exports contain aggregate numeric diagnostics and no raw text."
minilm_training_dynamics_v1,ANALYSIS_MINILM_TRAINING_DYNAMICS_V1,protocol_v2_textoir_v1,trainable_selection_diagnostics,"Does Known-only checkpoint selection align with held-out OOS performance across KIR and datasets?","The Known calibration objective is necessary for leakage control but may not rank epochs exactly like the OOS objective; this analysis quantifies the alignment without changing selection",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,Trainable,1,mahalanobis_diag,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/MINILM_TRAINING_DYNAMICS_V1.md,"45 runs and 179 history rows; selected epochs concentrate at 3--4; Known calibration selection remains stable while test OOS F1 falls with KIR, especially Banking77 and StackOverflow", "Keep as selection-mechanism evidence; no test-based epoch or hyperparameter changes",do_not_repeat,minilm_boundary_diagnostics_v1,"Analysis-only; test OOS is plotted only after selection and never used to alter checkpoints."
trainable_vs_mogb_component_v1,ANALYSIS_TRAINABLE_VS_MOGB_COMPONENT_V1,protocol_v2_textoir_v1,paired_component_comparison,"Under the same split, KIR and seed, where does Trainable K=1 differ from MOGB-style partition and boundary components?","Trainable may retain more Known coverage while MOGB components reduce false acceptance; the comparison must expose the trade-off rather than rank OOS F1 alone",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,Trainable|Frozen_MOGB_components,1|2,mixed,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/TRAINABLE_VS_MOGB_COMPONENT_V1.md,"45 Trainable rows paired with 135 MOGB component rows; at KIR=.50 Trainable beats MOGB partition+s2c boundary by +4.88/+4.17/+8.42pp OOS F1 while retaining +21.10/+30.03/+33.51pp Known Recall for CLINC/Banking/StackOverflow", "Keep as component-level trade-off evidence; do not call it official MOGB or unconditional SOTA ranking",do_not_repeat,minilm_boundary_diagnostics_v1,"Paired bootstrap uses 10,000 resamples and fixed RNG seed 20260725; MOGB rows are Frozen MiniLM fair components with differing representation/partition contracts."
experimental_evidence_index_v1,ANALYSIS_EXPERIMENTAL_EVIDENCE_INDEX_V1,protocol_v2_textoir_v1,research_evidence_index,"Where are the current experiments, comparisons, and visual mechanism evidence, and which claims remain protocol-limited?","A single Chinese index should keep Gate-only, Cascade, MOGB component, official MOGB, and DCLOOS evidence separated",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,all_completed_stages,all,mixed,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/EXPERIMENTAL_EVIDENCE_INDEX_V1.md,"Chinese index links the experiment map, current method definition, five-seed Trainable/Frozen results, MOGB component trade-offs, fulltex protocol differences, and visualization evidence", "Keep as the reader-facing experiment index; do not treat documentation as new empirical evidence",do_not_repeat,trainable_vs_mogb_component_v1,"Documentation-only; no training or result mutation."
threshold_radius_stability_v1,ANALYSIS_THRESHOLD_RADIUS_STABILITY_V1,protocol_v2_textoir_v1,score_calibration_stability,"Do Trainable and Frozen K=1 use comparable score scales, and can radius variability explain the gap to the historical Cascade?","If fixed threshold=1 is a representation-dependent operating point, threshold sensitivity and fitted-radius stability should expose calibration mismatch without changing any run",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,Trainable|Frozen,1,mahalanobis_diag,complete,0,0,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/THRESHOLD_RADIUS_STABILITY_V1.md,"810 post-hoc threshold rows and 90 radius rows; at KIR=.50 diagnostic oracle thresholds are 1.00/1.05 for CLINC, 0.90/0.95 for Banking, and 0.95/0.95 for StackOverflow (Frozen/Trainable); formal threshold remains 1.0", "Keep as score-scale and calibration evidence; never use test oracle threshold as a formal result",do_not_repeat,minilm_training_dynamics_v1,"Analysis-only; test score grid is descriptive, no threshold or radius parameter was selected, and no raw text is exported."
cross_protocol_tradeoff_v1,ANALYSIS_CROSS_PROTOCOL_TRADEOFF_V1,protocol_v2_textoir_v1,method_tradeoff_visualization,"Why does Trainable K=1 retain a better coverage-rejection balance than Frozen and MOGB-style components under the same protocol?","A fair five-seed comparison should show whether OOS F1 gains are accompanied by Known Recall/F1-All losses and whether the result is stable across KIR",clinc150|banking77|stackoverflow,0.25|0.50|0.75,13|42|87|100|123,Trainable|Frozen|MOGB_components,1|2,mixed,complete,315,315,0,2026-08-06,2026-08-06,analysis_only,analysis_only,docs/archive/analysis/CROSS_PROTOCOL_TRADEOFF_V1.md,"315 rows, 63 five-seed summaries, 486 paired bootstrap effects and four figures; Trainable K=1 is generally the higher-coverage operating point, while MOGB components reduce false acceptance by rejecting many Known samples", "Keep as protocol-aware mechanism evidence and visualization; do not treat it as an official MOGB or DCLOOS ranking",do_not_repeat,threshold_radius_stability_v1,"Analysis-only; historical fulltex and external-OOS DCLOOS rows are intentionally excluded from fair CSVs."
